"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"KIAA0232",5.08745981685236e-13,0.859669454442528,0.5,0.09,1.66553259484112e-08,"0","KIAA0232"
"ZNF131",5.13916092953162e-13,0.910417071764749,0.551,0.129,1.68245850511006e-08,"0","ZNF131"
"SIPA1L3",5.18986967349959e-13,0.91533343218971,0.612,0.139,1.69905953371029e-08,"0","SIPA1L3"
"MSH3",5.19605683572009e-13,0.946185579507053,0.429,0.065,1.70108508687804e-08,"0","MSH3"
"COA1",5.27488910852767e-13,0.789851724567169,0.827,0.279,1.72689319634979e-08,"0","COA1"
"EGFR",5.36749301693561e-13,0.580473846476212,0.633,0.159,1.75720986388438e-08,"0","EGFR"
"MICAL3",5.46148956894686e-13,1.61348839318903,0.51,0.104,1.78798245508182e-08,"0","MICAL3"
"METTL15",5.48373530249772e-13,0.694060049796233,0.827,0.254,1.7952652633317e-08,"0","METTL15"
"KIF4A",5.69014879029259e-13,0.840438411063177,0.551,0.119,1.86284091096599e-08,"0","KIF4A"
"CAMKMT",5.69374375778016e-13,0.8690402362795,0.735,0.209,1.86401783142207e-08,"0","CAMKMT"
"NUS1",5.69950070800126e-13,0.865120102069411,0.592,0.144,1.86590254178545e-08,"0","NUS1"
"HIPK2",5.78698634389041e-13,0.792610793521994,0.622,0.159,1.89454358926284e-08,"0","HIPK2"
"SLC16A1-AS1",5.79128600317008e-13,1.20269100083932,0.429,0.065,1.89595121171782e-08,"0","SLC16A1-AS1"
"TINAGL1",6.16434921373691e-13,2.42007762247955,0.316,0.025,2.01808464559319e-08,"0","TINAGL1"
"REPS1",6.2591248686255e-13,0.936259621423273,0.49,0.09,2.04911229949062e-08,"0","REPS1"
"ANKRD13C",6.3717230530783e-13,1.25763128786323,0.51,0.104,2.08597469311677e-08,"0","ANKRD13C"
"FAF2",6.38461720329247e-13,0.790324425372864,0.673,0.174,2.09019598001389e-08,"0","FAF2"
"FNBP4",6.38698391625641e-13,0.889298645576805,0.694,0.194,2.09097079450402e-08,"0","FNBP4"
"MYO19",6.45526800105729e-13,1.12362698075213,0.643,0.164,2.11332563818614e-08,"0","MYO19"
"TNPO3",6.57698268828978e-13,1.08247460432196,0.571,0.129,2.15317259249231e-08,"0","TNPO3"
"NSUN2",6.75390523173606e-13,0.714780386416844,0.571,0.129,2.21109349476575e-08,"0","NSUN2"
"NEDD1",6.88651855828739e-13,2.5912690805051,0.316,0.025,2.25450844561212e-08,"0","NEDD1"
"MAGI3",6.93497921935718e-13,1.23280001540683,0.449,0.075,2.27037349683315e-08,"0","MAGI3"
"WDR4",7.08484553149831e-13,2.01051930108199,0.429,0.075,2.31943673010192e-08,"0","WDR4"
"ZRANB3",7.11495414719659e-13,0.705273410530831,0.704,0.179,2.32929368870922e-08,"0","ZRANB3"
"KSR2",7.18085969336553e-13,0.992994177673522,0.52,0.104,2.35086984641401e-08,"0","KSR2"
"PSD3",7.34003061456588e-13,0.605150810970384,0.663,0.174,2.40297922259658e-08,"0","PSD3"
"GLG1",7.4869307425584e-13,0.825195433717454,0.776,0.224,2.45107138649877e-08,"0","GLG1"
"STRBP",7.85136774273517e-13,0.989503502437103,0.622,0.164,2.57038077161664e-08,"0","STRBP"
"RCOR1",7.88866440964086e-13,0.762478542423383,0.592,0.144,2.58259095442822e-08,"0","RCOR1"
"EPC1",8.09436725263841e-13,0.746629922440547,0.408,0.06,2.64993395116876e-08,"0","EPC1"
"BDP1",8.34697551282699e-13,0.781405982893717,0.622,0.154,2.7326328433893e-08,"0","BDP1"
"MGA",8.46021581103285e-13,0.719342884844107,0.49,0.09,2.76970545221594e-08,"0","MGA"
"UPF3B",8.64729581805326e-13,0.863863708165703,0.418,0.065,2.83095170491428e-08,"0","UPF3B"
"GMDS",8.94944285689429e-13,0.650405081959902,0.571,0.139,2.92986860249005e-08,"0","GMDS"
"ARIH1",8.99149687944773e-13,0.738201124876878,0.643,0.169,2.9436362483936e-08,"0","ARIH1"
"UBR3",9.00114656100281e-13,0.748497767599729,0.469,0.08,2.9467953611411e-08,"0","UBR3"
"FOXK2",9.06240078583443e-13,0.89224066351633,0.806,0.259,2.96684876926647e-08,"0","FOXK2"
"DNA2",9.17900302869397e-13,1.59993040099726,0.408,0.06,3.00502201153383e-08,"0","DNA2"
"TMEM161B",9.2042598096965e-13,2.60088083298878,0.306,0.02,3.01329057649844e-08,"0","TMEM161B"
"ANKRD28",9.26799663583924e-13,0.405491247647007,0.561,0.119,3.03415673864105e-08,"0","ANKRD28"
"HERC2",9.31738966104728e-13,0.74817382640078,0.622,0.149,3.05032702723366e-08,"0","HERC2"
"PDXK",9.50875072779933e-13,0.693948963122273,0.561,0.124,3.11297481326694e-08,"0","PDXK"
"FGFR1OP",9.54412249854239e-13,1.65518526114665,0.367,0.045,3.12455482357281e-08,"0","FGFR1OP"
"ZNF721",9.76905709818746e-13,0.697628068772168,0.684,0.184,3.19819391280461e-08,"0","ZNF721"
"COLGALT1",9.92804761151382e-13,1.12932828725187,0.408,0.06,3.2502442270574e-08,"0","COLGALT1"
"JMJD1C",9.97637787111646e-13,1.06984233718789,0.878,0.313,3.26606658744611e-08,"0","JMJD1C"
"NCOR1",1.02301581568272e-12,0.679342027760729,0.633,0.159,3.34914917738208e-08,"0","NCOR1"
"NAA25",1.04406673565313e-12,0.664279188379551,0.786,0.239,3.41806567918121e-08,"0","NAA25"
"TEAD1",1.04926390862719e-12,0.916783486048368,0.816,0.299,3.43508018406369e-08,"0","TEAD1"
"CAMK2G",1.05463966352346e-12,1.80156636839014,0.367,0.045,3.45267933044311e-08,"0","CAMK2G"
"SMAD3",1.08176879244136e-12,0.659740150217797,0.673,0.184,3.54149467269451e-08,"0","SMAD3"
"RBM6",1.08291671106565e-12,0.983413482628909,0.714,0.219,3.54525272868671e-08,"0","RBM6"
"STIM2",1.13185777680666e-12,0.579350887782064,0.48,0.09,3.70547598970964e-08,"0","STIM2"
"PTEN",1.18934415421494e-12,0.845166254802278,0.622,0.164,3.89367489206889e-08,"0","PTEN"
"PHC3",1.23106344598973e-12,0.608334178249942,0.52,0.104,4.03025550948116e-08,"0","PHC3"
"GATAD2B",1.24310327616433e-12,0.671274447164651,0.602,0.134,4.06967150550679e-08,"0","GATAD2B"
"CASC7",1.25302064593742e-12,1.03054382149107,0.439,0.075,4.10213899066991e-08,"0","CASC7"
"KPNA4",1.29253833671895e-12,0.575829676959107,0.633,0.154,4.23151200675051e-08,"0","KPNA4"
"AC079135.1",1.30831046743371e-12,0.735656760041166,0.704,0.209,4.28314680828448e-08,"0","AC079135.1"
"ACSF3",1.3205678165661e-12,1.81968053861779,0.357,0.04,4.32327491787411e-08,"0","ACSF3"
"SEC24B",1.37616679966427e-12,0.889067052417801,0.51,0.1,4.50529486874089e-08,"0","SEC24B"
"ZNF638",1.45956842345666e-12,0.654498901056026,0.827,0.294,4.7783351047124e-08,"0","ZNF638"
"RAD50",1.45961028835689e-12,0.538277109359775,0.704,0.194,4.7784721620228e-08,"0","RAD50"
"ATG10",1.47151340574222e-12,1.65930039078097,0.439,0.08,4.81744058771888e-08,"0","ATG10"
"PRKCE",1.47603165371515e-12,1.48806540267156,0.49,0.1,4.83223242793266e-08,"0","PRKCE"
"SYNE2",1.49011226894802e-12,1.56478042169543,0.408,0.06,4.87832954608203e-08,"0","SYNE2"
"NUP214",1.51633444763129e-12,0.89192193073606,0.48,0.095,4.96417571465531e-08,"0","NUP214"
"MED17",1.55429764420532e-12,1.02212152944123,0.469,0.09,5.08845962759939e-08,"0","MED17"
"WDR36",1.57254107258313e-12,0.607356877513555,0.561,0.124,5.14818496342266e-08,"0","WDR36"
"DENND1A",1.60956938561251e-12,1.11413532329308,0.622,0.159,5.26940825461824e-08,"0","DENND1A"
"IDE",1.62767915655883e-12,1.22475534329102,0.531,0.119,5.3286960227423e-08,"0","IDE"
"HAUS6",1.65329590238545e-12,0.658564463195322,0.602,0.144,5.41256012522948e-08,"0","HAUS6"
"ZNF451",1.68933157447884e-12,0.878988412766725,0.49,0.095,5.53053370852881e-08,"0","ZNF451"
"GLYR1",1.71072428141022e-12,1.12191635099199,0.51,0.109,5.60056915248076e-08,"0","GLYR1"
"DLG1",1.71134568502697e-12,0.622106007479941,0.786,0.239,5.6026035036413e-08,"0","DLG1"
"UBE3D",1.76522799490137e-12,1.47302500778173,0.378,0.05,5.77900340970811e-08,"0","UBE3D"
"ZNRF1",1.79925221087078e-12,0.955015864079835,0.561,0.139,5.89039188794876e-08,"0","ZNRF1"
"TAF1B",1.83163579330988e-12,0.888261807036982,0.51,0.109,5.99640926013789e-08,"0","TAF1B"
"PDS5A",1.84034426823699e-12,0.847853588698062,0.898,0.318,6.02491906535427e-08,"0","PDS5A"
"SLC39A9",1.8726680196114e-12,0.784431981606601,0.439,0.075,6.1307405626038e-08,"0","SLC39A9"
"FTO",1.88998827302064e-12,0.938485953401602,0.49,0.095,6.18744360821497e-08,"0","FTO"
"FBXO34",1.89922381495199e-12,1.04442866982182,0.459,0.08,6.21767892538982e-08,"0","FBXO34"
"UBE2E2",1.91857306114521e-12,1.02651117646826,0.612,0.159,6.28102448757719e-08,"0","UBE2E2"
"RP6-99M1.2",1.92701642342319e-12,1.05396547753384,0.459,0.08,6.30866636700285e-08,"0","RP6-99M1.2"
"PALD1",1.94727330989519e-12,1.26499911865395,0.429,0.07,6.37498336193488e-08,"0","PALD1"
"ZNF146",1.95783626091522e-12,0.694253375442638,0.663,0.169,6.40956435098426e-08,"0","ZNF146"
"ZCCHC11",1.97259110050159e-12,0.764618286442003,0.622,0.169,6.45786874482209e-08,"0","ZCCHC11"
"SGMS1",1.9748949868719e-12,0.556812583900065,0.561,0.119,6.46541120802123e-08,"0","SGMS1"
"ERBB2IP",2.00927086674659e-12,0.716768813721764,0.673,0.174,6.577950963555e-08,"0","ERBB2IP"
"ANKRD11",2.0612357184506e-12,0.853149805223493,0.98,0.468,6.74807349506358e-08,"0","ANKRD11"
"SMC4",2.12882626520222e-12,0.673359458684245,0.857,0.289,6.96935142701903e-08,"0","SMC4"
"ZNF609",2.14971163015633e-12,0.621735183012898,0.704,0.194,7.03772593480579e-08,"0","ZNF609"
"NF1",2.15153077800147e-12,0.699299534739913,0.745,0.214,7.0436814610212e-08,"0","NF1"
"RPTOR",2.26502119448644e-12,0.900507446043543,0.776,0.234,7.41522638650972e-08,"0","RPTOR"
"EPS15L1",2.30766976278514e-12,1.52069094198458,0.327,0.03,7.554849269406e-08,"0","EPS15L1"
"CYFIP1",2.35953873184562e-12,0.462177780173207,0.633,0.164,7.72465790031618e-08,"0","CYFIP1"
"ENOSF1",2.36636468096043e-12,0.76645952193,0.541,0.114,7.74700469252825e-08,"0","ENOSF1"
"PDZD8",2.38726735693281e-12,0.561761518137073,0.643,0.169,7.81543587312662e-08,"0","PDZD8"
"SLC39A11",2.38726735693281e-12,0.667630199773258,0.643,0.169,7.81543587312662e-08,"0","SLC39A11"
"VMP1",2.39723888629634e-12,0.676395677397456,0.898,0.323,7.84808066595695e-08,"0","VMP1"
"ATR",2.43428679692318e-12,0.508656923975165,0.673,0.184,7.96936811576711e-08,"0","ATR"
"ZSWIM6",2.49399790366743e-12,0.954422401709475,0.531,0.114,8.16485033702643e-08,"0","ZSWIM6"
"ADRBK2",2.52748922423349e-12,1.32885657267762,0.367,0.045,8.27449422229561e-08,"0","ADRBK2"
"DDX31",2.65035950320337e-12,0.91661220801459,0.439,0.08,8.67674694158718e-08,"0","DDX31"
"AGK",2.74594165136182e-12,1.60912058597645,0.347,0.04,8.98966377822833e-08,"0","AGK"
"TTF2",2.7596731331147e-12,0.952452264951203,0.571,0.144,9.03461790319092e-08,"0","TTF2"
"LMBR1",2.82629564316501e-12,0.52163635540927,0.673,0.179,9.25272667659363e-08,"0","LMBR1"
"ARHGAP11B",2.8677270022937e-12,1.09219877834307,0.643,0.169,9.38836466010912e-08,"0","ARHGAP11B"
"FASTKD1",2.99285563977232e-12,1.45613529408946,0.378,0.055,9.79801079348663e-08,"0","FASTKD1"
"CCSER1",3.08738271803326e-12,0.951337792423091,0.531,0.114,1.01074735422973e-07,"0","CCSER1"
"MAEA",3.31876297866349e-12,0.416012649516238,0.602,0.159,1.08649662395485e-07,"0","MAEA"
"RAB11FIP2",3.33597852757883e-12,1.19277369216948,0.327,0.03,1.09213265035876e-07,"0","RAB11FIP2"
"SLC29A1",3.42698426499738e-12,1.03490829396978,0.429,0.08,1.12192610867484e-07,"0","SLC29A1"
"YEATS2",3.44395870329419e-12,0.824898169946699,0.469,0.09,1.12748320028445e-07,"0","YEATS2"
"VCAN",3.45893818294896e-12,1.56148776079891,0.449,0.085,1.13238718233383e-07,"0","VCAN"
"RNF111",3.49285087201402e-12,1.09473765872274,0.469,0.09,1.14348951847995e-07,"0","RNF111"
"ZNRF3",3.49285087201402e-12,1.26300572668734,0.469,0.09,1.14348951847995e-07,"0","ZNRF3"
"RANBP17",3.50764398532257e-12,0.857050408532933,0.684,0.194,1.1483324879149e-07,"0","RANBP17"
"PHLPP1",3.57873960902177e-12,1.52374479166792,0.418,0.065,1.17160777320155e-07,"0","PHLPP1"
"RLF",3.64106054500762e-12,0.733814794142137,0.561,0.129,1.19201040122459e-07,"0","RLF"
"TTC7B",3.64670843966634e-12,0.916137455258435,0.398,0.06,1.19385940897797e-07,"0","TTC7B"
"OSBPL3",3.701852967834e-12,0.760912048801747,0.5,0.1,1.2119126246095e-07,"0","OSBPL3"
"THOC2",3.75562871019497e-12,0.55632092543511,0.765,0.219,1.22951772714363e-07,"0","THOC2"
"KANSL1",3.8358194232619e-12,0.812375991679164,0.867,0.308,1.25577056278748e-07,"0","KANSL1"
"FBXO31",3.83929578880562e-12,1.91415452589533,0.347,0.04,1.25690865533918e-07,"0","FBXO31"
"ZFC3H1",3.9266874000057e-12,0.542963628946977,0.551,0.124,1.28551892101387e-07,"0","ZFC3H1"
"ASXL2",3.99054930547626e-12,0.975738650963092,0.48,0.095,1.30642603162682e-07,"0","ASXL2"
"ATG7",4.09272637078146e-12,0.213456061070923,0.592,0.134,1.33987675926643e-07,"0","ATG7"
"MFF",4.10315606441941e-12,0.781857562886966,0.592,0.149,1.34329123236963e-07,"0","MFF"
"TBC1D22A",4.11890643418749e-12,0.942903736953997,0.582,0.149,1.3484475884243e-07,"0","TBC1D22A"
"PMM2",4.15601843736344e-12,0.771726814809679,0.622,0.164,1.36059731602404e-07,"0","PMM2"
"ULK4",4.19386415877409e-12,1.13000605231343,0.469,0.09,1.37298724829946e-07,"0","ULK4"
"TM9SF3",4.19507500274599e-12,0.25964750316967,0.673,0.179,1.37338365439898e-07,"0","TM9SF3"
"LCLAT1",4.24013314727988e-12,0.443428035852865,0.561,0.124,1.38813478975649e-07,"0","LCLAT1"
"KDM2A",4.41170271014214e-12,0.589665185165635,0.52,0.114,1.44430323324633e-07,"0","KDM2A"
"ELP4",4.45278555453406e-12,1.256022806383,0.5,0.109,1.45775293484336e-07,"0","ELP4"
"MTFMT",4.45830361420768e-12,1.05313205328081,0.429,0.08,1.45955943721931e-07,"0","MTFMT"
"NKTR",4.46273654418318e-12,0.801994500065191,0.622,0.169,1.46101068983469e-07,"0","NKTR"
"FOXK1",4.56226452091167e-12,0.919293047667928,0.469,0.09,1.49359415885606e-07,"0","FOXK1"
"KMT2E",4.64132647157078e-12,0.835015722424565,0.551,0.129,1.51947746026284e-07,"0","KMT2E"
"TULP4",4.70281701599683e-12,0.928660946024879,0.541,0.124,1.53960823469704e-07,"0","TULP4"
"ABI2",4.71714027782025e-12,0.630122637696008,0.571,0.139,1.54429738415279e-07,"0","ABI2"
"OXR1",4.72585353709947e-12,1.41924535554445,0.429,0.08,1.54714993097562e-07,"0","OXR1"
"CDCP1",4.93567112580421e-12,0.578265487494723,0.663,0.194,1.61584001316578e-07,"0","CDCP1"
"TRIP12",4.95573254837627e-12,0.544542885734143,0.663,0.184,1.62240772168742e-07,"0","TRIP12"
"SETD2",5.06443284731798e-12,0.499376779879819,0.735,0.204,1.65799402555496e-07,"0","SETD2"
"HECTD1",5.43480239793591e-12,0.639814956883112,0.724,0.234,1.77924560903626e-07,"0","HECTD1"
"MYO9A",5.47893602236467e-12,1.54056851021727,0.439,0.08,1.79369407500174e-07,"0","MYO9A"
"DDX1",5.48932178178994e-12,0.698954928450965,0.714,0.214,1.79709416492239e-07,"0","DDX1"
"CEP95",5.64689819053439e-12,0.639513946904088,0.602,0.159,1.84868152961715e-07,"0","CEP95"
"MMS22L",5.68737471114616e-12,0.694655128892313,0.735,0.229,1.86193273293503e-07,"0","MMS22L"
"PTPRA",5.69838885574401e-12,0.516824347413864,0.684,0.199,1.86553854359347e-07,"0","PTPRA"
"SENP5",5.73116781103007e-12,0.319360232080343,0.531,0.119,1.87626971797503e-07,"0","SENP5"
"RRAS2",5.77733393633276e-12,0.726538940039576,0.612,0.169,1.89138358407662e-07,"0","RRAS2"
"MED23",5.7812651171137e-12,1.98286022875817,0.327,0.035,1.89267057404068e-07,"0","MED23"
"ARHGEF11",5.94662651996431e-12,1.19383243809453,0.378,0.05,1.94680659010592e-07,"0","ARHGEF11"
"ZBTB8OS",6.09596798895604e-12,0.702436136201435,0.673,0.199,1.99569800022443e-07,"0","ZBTB8OS"
"PRR4",6.1131224274422e-12,1.17563208690997,0.429,0.07,2.00131402029603e-07,"0","PRR4"
"SND1",6.3317611363727e-12,0.860921861180849,0.816,0.289,2.0728919608257e-07,"0","SND1"
"COMMD1",6.40212744883189e-12,1.16453489263985,0.531,0.124,2.09592848419858e-07,"0","COMMD1"
"FAM135A",6.40324132528275e-12,0.808262587788435,0.582,0.139,2.09629314507107e-07,"0","FAM135A"
"ITFG2",6.4268090422939e-12,1.58653402394768,0.347,0.04,2.10400874426618e-07,"0","ITFG2"
"LRP6",6.43857891142354e-12,1.59646842425883,0.357,0.045,2.10786196402184e-07,"0","LRP6"
"RAPGEF1",6.93589801951e-12,0.999233211647373,0.469,0.09,2.27067429362718e-07,"0","RAPGEF1"
"PPM1L",6.98973099676678e-12,1.07298997156585,0.459,0.09,2.28829813372151e-07,"0","PPM1L"
"TCERG1",7.03719465960674e-12,0.693348867829762,0.755,0.249,2.30383678766205e-07,"0","TCERG1"
"NIPBL",7.08069517720308e-12,0.413589278401019,0.704,0.204,2.31807798711274e-07,"0","NIPBL"
"SPOPL",7.11014462871336e-12,0.264188510185062,0.49,0.1,2.32771914854818e-07,"0","SPOPL"
"TPD52L2",7.2473114572871e-12,0.302870724470787,0.633,0.164,2.37262482488665e-07,"0","TPD52L2"
"SIK2",7.4673583531599e-12,1.94062102239091,0.327,0.035,2.44466377765749e-07,"0","SIK2"
"SEC31A",7.47472895484858e-12,0.450562485093362,0.531,0.114,2.44707676523833e-07,"0","SEC31A"
"SMARCAD1",7.49337596368645e-12,0.561681904952187,0.571,0.134,2.45318142299167e-07,"0","SMARCAD1"
"C10orf76",7.51126043062776e-12,1.39823821377879,0.551,0.134,2.45903643977892e-07,"0","C10orf76"
"PPFIA1",7.59961976580607e-12,0.777407831321839,0.612,0.159,2.48796351892959e-07,"0","PPFIA1"
"LARP7",7.76102336506425e-12,0.461093058560353,0.653,0.179,2.54080382925473e-07,"0","LARP7"
"TTC3",7.85352998315137e-12,0.771037954359878,0.653,0.179,2.5710886458841e-07,"0","TTC3"
"CNNM2",7.95841723122215e-12,1.43783974110808,0.388,0.06,2.60542663315751e-07,"0","CNNM2"
"GPATCH2",7.99007052077648e-12,0.795365185046328,0.5,0.104,2.6157892870918e-07,"0","GPATCH2"
"FRS2",8.08609060354172e-12,0.857284927563831,0.51,0.114,2.64722434178749e-07,"0","FRS2"
"ZNF644",8.15927188128469e-12,0.480705482832164,0.684,0.194,2.67118242849498e-07,"0","ZNF644"
"ARL8B",8.19372711686584e-12,0.976062674012823,0.429,0.08,2.68246238351954e-07,"0","ARL8B"
"ZNF565",8.20477457394306e-12,2.60695049837155,0.337,0.04,2.68607910001748e-07,"0","ZNF565"
"RP11-453F18--B.1",8.22023013328934e-12,0.88065775799439,0.388,0.055,2.69113894103626e-07,"0","RP11-453F18--B.1"
"SUPT4H1",8.23474272554291e-12,1.24860047239252,0.551,0.139,2.69589007348824e-07,"0","SUPT4H1"
"SUMF1",8.30941004953095e-12,0.442144870484068,0.439,0.08,2.72033466201544e-07,"0","SUMF1"
"RAB22A",8.31459939042971e-12,0.989772714724288,0.418,0.075,2.72203354843888e-07,"0","RAB22A"
"AVL9",8.42846257381065e-12,0.776519027417363,0.612,0.164,2.75931007741413e-07,"0","AVL9"
"DOCK9",8.53484684363208e-12,0.408941762702638,0.531,0.109,2.79413815966827e-07,"0","DOCK9"
"DMTF1",8.57086126340401e-12,1.6608882245497,0.378,0.055,2.80592856041321e-07,"0","DMTF1"
"CUX1",8.63084021481256e-12,0.929851625427932,0.857,0.313,2.82556446952533e-07,"0","CUX1"
"TMEM245",8.65851617866311e-12,0.831420194773497,0.5,0.104,2.83462502657073e-07,"0","TMEM245"
"ATXN1",8.80027595286559e-12,0.743444889105998,0.52,0.119,2.88103434144914e-07,"0","ATXN1"
"TRIM33",8.8266473708763e-12,0.629802662794476,0.561,0.139,2.88966781627748e-07,"0","TRIM33"
"TBC1D4",8.82828854288681e-12,0.338541149159198,0.52,0.104,2.89020510317028e-07,"0","TBC1D4"
"TAF4",8.93302435490091e-12,1.69594576815696,0.398,0.07,2.92449351330746e-07,"0","TAF4"
"MBNL1",9.11498968057499e-12,1.00360041426268,0.949,0.433,2.98406532162664e-07,"0","MBNL1"
"PILRB",9.12216747411899e-12,0.851998839777029,0.48,0.095,2.98641518767707e-07,"0","PILRB"
"OSBP2",9.28813638902605e-12,1.24413763362969,0.367,0.05,3.04075009103935e-07,"0","OSBP2"
"TMEM165",9.60952965504847e-12,0.799761037704848,0.643,0.189,3.14596781846977e-07,"0","TMEM165"
"PLAGL1",9.82125182559077e-12,0.472534296482592,0.571,0.134,3.21528142266191e-07,"0","PLAGL1"
"BMP2K",9.90468000572444e-12,1.2103324253137,0.398,0.065,3.24259414027407e-07,"0","BMP2K"
"AHI1",1.00034059206715e-11,0.442973270347033,0.704,0.219,3.27491503030943e-07,"0","AHI1"
"APBB2",1.09082374280513e-11,0.771805399920908,0.908,0.328,3.57113876919542e-07,"0","APBB2"
"VRK2",1.09937789524437e-11,0.414774114669921,0.612,0.164,3.59914335345103e-07,"0","VRK2"
"CDK8",1.10415295422835e-11,0.434959071727548,0.48,0.095,3.61477594155278e-07,"0","CDK8"
"PPME1",1.11986865717007e-11,0.797895106346437,0.582,0.144,3.66622600984338e-07,"0","PPME1"
"UVRAG",1.13771878122865e-11,1.20052658842456,0.459,0.09,3.72466374598635e-07,"0","UVRAG"
"CLHC1",1.1428102040089e-11,5.89473652036955,0.214,0,3.74133204588433e-07,"0","CLHC1"
"ARHGAP5",1.14934428855524e-11,0.765364121044863,0.602,0.154,3.76272333187216e-07,"0","ARHGAP5"
"ANKRD36",1.15039421986202e-11,1.13082365642541,0.398,0.065,3.76616059698427e-07,"0","ANKRD36"
"DYRK1A",1.16040696892124e-11,0.483974033548894,0.602,0.159,3.79894033485436e-07,"0","DYRK1A"
"SSH2",1.16127958727911e-11,0.641571732033754,0.592,0.149,3.80179711283436e-07,"0","SSH2"
"ARID4B",1.18352759739537e-11,0.451142656941908,0.714,0.209,3.87463264835296e-07,"0","ARID4B"
"ZZZ3",1.19205260260527e-11,0.436368992409476,0.602,0.154,3.90254181040914e-07,"0","ZZZ3"
"SLC20A2",1.19927657191415e-11,0.84345773183717,0.51,0.114,3.92619164113255e-07,"0","SLC20A2"
"RFX7",1.22071871383613e-11,1.08059226365108,0.439,0.08,3.99638892535671e-07,"0","RFX7"
"ARHGAP39",1.22826987632592e-11,0.86909059487179,0.5,0.109,4.0211099211158e-07,"0","ARHGAP39"
"CHST15",1.26201298461692e-11,1.62630328430652,0.327,0.035,4.13157810903888e-07,"0","CHST15"
"AC016831.7",1.26364867711262e-11,0.436434605590851,0.653,0.174,4.13693303913129e-07,"0","AC016831.7"
"GAN",1.26896419206059e-11,0.793133744173647,0.531,0.124,4.15433497196796e-07,"0","GAN"
"RAB3GAP1",1.27842268832238e-11,0.387307102301927,0.602,0.159,4.18530019702982e-07,"0","RAB3GAP1"
"TNFRSF21",1.28648954042191e-11,1.00746547276241,0.357,0.045,4.21170945743324e-07,"0","TNFRSF21"
"THADA",1.30424962208224e-11,0.485276781478589,0.694,0.194,4.26985241277284e-07,"0","THADA"
"CDYL",1.31677302480211e-11,0.401978209100639,0.643,0.179,4.31085152859715e-07,"0","CDYL"
"DNAJC2",1.31885306418205e-11,0.50372252371061,0.827,0.269,4.31766116151918e-07,"0","DNAJC2"
"CRADD",1.33294763840116e-11,1.78304071138684,0.378,0.06,4.36380397859771e-07,"0","CRADD"
"BRCA2",1.33447924005079e-11,1.42534458382718,0.449,0.09,4.36881813607827e-07,"0","BRCA2"
"TNFRSF10B",1.33609554343975e-11,1.53927368877956,0.357,0.05,4.37410959011306e-07,"0","TNFRSF10B"
"WWC1",1.34019459170121e-11,0.955993188467277,0.643,0.179,4.38752905431141e-07,"0","WWC1"
"CMTM4",1.40861570400422e-11,0.883817353902283,0.541,0.134,4.61152609176903e-07,"0","CMTM4"
"ARHGAP12",1.41883642038253e-11,0.38050677510462,0.806,0.259,4.64498667304834e-07,"0","ARHGAP12"
"NEO1",1.44371660295599e-11,1.93791998598109,0.327,0.035,4.72643941475732e-07,"0","NEO1"
"CASC4",1.45619788547861e-11,0.733481618657021,0.582,0.139,4.76730063747988e-07,"0","CASC4"
"FAM20B",1.45905729227241e-11,1.88494962918224,0.337,0.045,4.77666176344142e-07,"0","FAM20B"
"FGD4",1.46778511214238e-11,1.27209588709134,0.408,0.07,4.80523490013172e-07,"0","FGD4"
"TRIM13",1.46778511214238e-11,1.31275109599526,0.408,0.07,4.80523490013172e-07,"0","TRIM13"
